Length,Width,Area,Angel,X-Centre,Y-Centre,Area_total
22.0606,21.5112,372.71,40.2025,3047.13,174.304,7144770.68
23.4972,21.5931,398.494,108.038,2292.33,599.917,
23.5253,20.0813,371.035,113.921,881.247,1984.98,
24.7394,18.9061,367.352,169.92,2143.72,1419.77,
25.8481,19.2334,390.458,16.0353,2762.48,1289.45,
25.857,19.9688,405.527,116.844,2532.75,1221.78,
26.2886,18.1488,374.719,151.099,1579.33,986.177,
26.8217,23.7174,499.625,127.688,501.212,1805.36,
27.091,18.2565,388.448,43.0046,1310.86,2112.12,
27.648,17.1485,372.375,102.373,2485.89,2267.3,
28.2577,15.9637,354.292,41.8528,2289.2,577.154,
28.8308,22.2126,502.974,76.1774,1241.86,395.208,
28.9673,16.8091,382.421,159.814,1749.29,327.664,
29.3773,17.9242,413.564,2.8839,2720.09,1582.5,
29.6286,15.3978,358.31,94.5069,1598.7,103.49,
29.7008,28.0075,653.33,17.1172,1782.6,679.04,
30.4231,23.6567,565.259,41.9747,2215.55,538.303,
30.493,18.2612,437.339,169.109,127.503,1401.47,
30.6879,15.95,384.43,92.2828,2431.08,309.501,
31.0039,21.027,512.015,141.596,1609.54,1004.01,
32.3514,17.0013,431.981,148.59,1130.46,2216.14,
32.4547,13.7417,350.273,178.42,747.566,2139.78,
34.8096,13.9389,381.081,39.6591,1968.02,1912.65,
35.3288,27.9147,774.553,57.501,823.004,2102.57,
35.4613,25.8746,720.639,89.7298,505.323,1207.43,
35.977,20.8936,590.375,140.281,785.505,1833.19,
36.1599,24.1012,684.473,66.8944,2077.53,1979.56,
36.364,12.7451,364.003,26.2583,2569.51,700.081,
36.9639,14.7529,428.298,0.9697,2151.58,503.891,
37.7386,12.97,384.43,42.0208,2553.42,1145.1,
38.1876,12.2593,367.686,155.203,406.252,1099.19,
38.3762,13.2434,399.164,75.5636,589.255,1381.84,
38.7722,23.9729,730.015,146.09,1023.24,2180.74,
38.8427,25.2357,769.864,17.6095,1663.16,230.105,
38.9738,26.0588,797.659,84.5202,1772.88,1919.15,
39.0758,13.9119,426.958,23.9594,2271.66,921.231,
39.1041,15.8754,487.57,76.4213,517.128,1946.56,
39.1077,25.9805,797.994,34.4294,2471.21,342.127,
39.158,16.4415,505.653,123.96,1932.41,1910.37,
39.5244,21.0356,652.995,36.3412,760.675,1949.58,
40.4727,13.4002,425.954,9.2594,1657.38,988.111,
40.7566,20.0648,642.279,162.817,116.484,2274.34,
41.0214,26.9512,868.316,138.726,2220.98,1906.65,
41.1104,19.1351,617.834,41.5481,2133.74,1307.82,
41.2139,21.8596,707.579,151.719,609.955,1846.45,
41.3811,27.1393,882.046,46.8677,443.671,2010.19,
