Length,Width,Area,Angel,X-Centre,Y-Centre,Area_total
322.7611,38.1037,9659.1274,12.2026,2815.5145,46.7508,7145383.23
126.8542,78.6631,7837.2825,56.141,1806.6066,97.9601,
314.5296,70.313,17369.4836,35.2144,2485.0464,139.3985,
168.1003,36.9534,4878.7937,70.7268,91.4217,149.0491,
140.6952,54.8072,6056.295,78.9455,538.1796,133.9649,
87.0742,52.3787,3582.0688,91.2267,2867.2233,92.8011,
183.2266,50.9611,7333.5959,61.9162,213.0263,158.0955,
52.1294,14.9526,612.1935,54.8316,1070.001,86.2136,
120.5419,25.5365,2417.6285,138.9134,1439.4053,107.0303,
249.0237,169.6076,33172.3144,64.6287,370.6342,261.2151,
84.4067,31.7758,2106.5083,123.3744,2057.3474,142.0018,
115.1405,24.0495,2174.8275,10.93,2647.6508,125.0312,
212.2602,118.9719,19833.6629,4.0113,863.6187,185.8818,
54.063,39.4202,1673.8201,68.5794,741.1108,141.8014,
130.9372,32.6047,3352.9985,153.6187,1403.7913,165.778,
134.0502,28.568,3007.7187,79.4457,3009.739,200.8689,
274.7666,84.9935,18341.6924,161.7393,2834.1135,219.5817,
73.7373,30.8048,1784.0015,1.6655,1070.475,190.0706,
72.7071,45.1171,2576.3701,134.3678,1261.3402,208.0656,
184.5618,83.0392,12036.9031,149.704,2127.9723,264.5129,
196.9202,41.0186,6343.9724,150.1648,1731.0959,264.9665,
201.6436,88.8047,14064.0405,154.3615,1246.3963,310.8676,
150.9775,83.6613,9920.3479,171.6173,983.8791,292.667,
237.1807,62.9359,11723.7735,136.8067,630.4776,367.0273,
240.2376,53.7219,10136.3571,178.5825,1517.7046,284.4193,
42.9457,21.9728,741.1292,146.1134,2780.3921,267.1915,
50.3152,17.729,700.6066,175.7201,2834.1021,279.855,
84.5054,36.83,2444.4203,169.7352,2933.2438,302.9766,
111.9682,55.9016,4915.9674,177.4125,173.3909,331.8218,
327.7305,36.122,9297.7725,138.0298,773.6376,402.3477,
100.9412,50.5268,4005.7147,169.306,2393.7773,312.5831,
105.3345,94.9727,7857.0414,143.9088,2555.013,366.2874,
77.5604,36.2629,2208.9871,168.0375,2862.6145,342.2715,
176.4639,49.9709,6925.6902,18.8123,1568.9766,368.2378,
219.3798,33.2117,5722.4017,130.4188,849.3071,414.363,
218.7159,36.1219,6204.9897,159.6706,1401.0123,388.6566,
269.5818,32.6327,6909.2802,13.1299,1789.127,379.4121,
192.425,105.9426,16011.1374,16.9209,2356.0826,403.1461,
55.8646,47.1327,2067.995,91.3728,1215.3735,386.2078,
291.8517,64.1993,14715.752,86.3484,484.9551,517.2302,
62.0512,39.7673,1938.0546,5.1104,2086.3682,396.7564,
169.9536,86.6617,11567.711,2.9483,2981.6494,423.932,
99.9966,32.3226,2538.5267,178.4277,1982.7067,388.9693,
146.0789,61.591,7066.3473,53.4994,2438.9039,446.9447,
65.401,38.5258,1978.9121,132.7999,555.9059,429.798,
58.2709,50.3673,2305.1028,118.4066,1024.1591,434.6707,
119.0888,25.1642,2353.663,21.3672,1712.3323,449.4251,
119.4618,29.4082,2759.2244,28.398,295.2889,474.8758,
177.1691,86.4199,12025.1816,168.0391,2616.1849,496.6954,
49.4793,16.7617,651.3766,169.3793,1086.1809,453.6018,
54.9022,19.1292,824.8537,18.1081,2176.2569,458.0261,
165.745,69.3563,9028.5146,170.7589,1209.2013,491.2312,
473.8974,95.6201,35589.608,169.8781,1594.705,541.1281,
127.0154,22.3718,2231.7601,6.7869,1836.3571,479.9877,
134.8114,35.9947,3811.139,177.5655,2196.6666,496.7307,
127.0362,59.5388,5940.4203,15.5661,2933.5748,513.6246,
52.9773,25.8689,1076.3621,42.3085,2507.5901,504.377,
185.2508,86.3326,12561.0184,6.6883,1010.1548,550.5282,
52.0683,20.1212,822.8443,175.6432,2094.4254,501.8076,
93.6383,37.4455,2753.8661,125.4416,2350.3124,569.2516,
126.5629,38.6775,3844.6288,8.0448,2659.8888,589.6364,
120.6943,45.4724,4310.4719,177.2603,1283.0666,582.1924,
64.0281,21.7838,1095.4513,26.7667,361.8449,576.9472,
64.573,41.8924,2124.5928,41.4958,2858.2873,593.2253,
52.0224,36.8436,1505.3664,86.1694,2267.618,624.4142,
123.7805,69.0038,6708.3414,96.6809,772.4907,661.0227,
143.1044,35.6578,4007.7241,168.9334,258.187,640.9092,
182.1638,145.2688,20783.7684,42.8257,2901.656,702.967,
231.8787,73.1318,13318.5576,50.2125,959.5348,728.1023,
112.0189,20.1937,1776.6338,25.6763,2608.2395,660.8786,
309.6942,130.8374,31824.0151,55.9669,1855.2695,777.4961,
63.5585,34.0944,1701.9515,112.415,2046.829,671.6432,
46.0504,18.5191,669.796,154.0221,1337.5292,670.9459,
77.0278,27.8946,1687.5509,159.956,432.0448,684.081,
45.853,33.3383,1200.6092,156.7006,2150.9349,696.3527,
52.2416,26.2251,1076.0272,158.4089,2031.7924,715.6561,
436.5551,151.8954,52080.3193,19.3164,1130.4777,839.0138,
76.7556,38.8376,2341.2718,175.9164,2566.7885,750.2603,
150.968,33.0435,3917.9714,94.7942,2971.1143,831.4317,
384.5199,190.7469,57605.801,80.4199,358.6914,1021.7471,
94.9946,89.3662,6667.4838,175.9658,775.1147,826.4977,
118.8723,73.9191,6901.2426,90.5207,532.4895,846.0929,
57.427,16.2686,733.7615,22.1824,829.7942,780.4501,
321.0802,89.9039,22671.5883,112.9316,2045.2833,973.3082,
103.067,51.4332,4163.4516,114.5219,2764.4436,852.3819,
51.2432,36.4136,1465.5135,160.2926,1414.7318,825.7183,
100.5437,41.1928,3252.864,13.2965,1646.0412,851.728,
145.8489,56.5192,6474.2477,178.8077,2353.595,847.2198,
68.0081,26.0703,1392.5058,126.2574,2051.4711,857.1138,
199.5674,57.181,8962.5397,164.7252,176.9905,907.7603,
60.7756,20.0168,955.4639,173.9779,1705.2233,890.0705,
143.2336,82.9569,9332.267,38.3183,1462.1581,950.3215,
48.6522,18.5103,707.3045,142.7639,2190.0137,907.2304,
142.3699,73.4327,8211.0286,35.7852,2877.6179,944.3446,
112.7474,26.2468,2324.192,133.036,83.1375,938.6085,
98.7003,44.7573,3469.543,150.5902,654.508,930.0267,
57.7233,23.6608,1072.6782,108.9526,3035.9287,930.386,
171.1058,67.136,9022.1515,81.6274,2437.9163,1033.1418,
83.1737,20.7067,1352.6529,93.1242,2543.7387,982.3944,
63.7855,21.9535,1099.805,126.6248,1876.9174,982.6581,
97.1644,19.7307,1505.7013,152.1325,1609.9807,973.9281,
81.413,22.6839,1450.4431,138.5465,160.632,986.9798,
165.0077,36.1471,4684.5529,105.9304,1960.2384,1051.9756,
91.1832,38.5846,2763.2432,49.795,949.1978,1009.274,
206.7708,70.837,11503.7455,106.9305,720.9541,1094.0301,
95.3907,18.989,1422.6466,127.8925,541.624,1017.0831,
