Length,Width,Area,Angel,X-Centre,Y-Centre,Area_total
28.4276,23.6215,527.396,85.1118,1975.78,2276.18,7245668.08
29.0199,24.0036,547.093,93.4229,1710.32,65.167,
29.4613,21.8974,506.681,122.2,380.056,159.715,
29.8797,25.5703,600.07,9.7456,2615.47,1442.75,
29.9754,21.4353,504.643,156.496,1142.96,477.503,
30.3763,22.2912,531.811,160.115,2598.93,1981.66,
31.1472,21.2535,519.925,178.975,1329.05,1718.52,
31.2361,21.3869,524.679,33.4405,832.316,2170.09,
32.2526,23.4343,593.618,8.9064,2359.36,1469.16,
32.9937,19.5792,507.36,3.3487,1291.89,1843.74,
33.077,25.3209,657.802,17.7301,2386.24,2222.07,
33.4699,20.6184,541.999,116.729,2152.79,1519.96,
34.8064,31.4419,859.523,120.789,1412.27,456.809,
34.973,28.6586,787.189,36.6433,3013.14,63.4462,
35.0953,19.3677,533.848,37.7084,167.943,2111.17,
35.4018,18.9191,526.038,138.356,2144.59,352.721,
35.907,33.7535,951.894,142.962,996.111,1674.29,
36.0012,28.765,813.338,23.1824,2260.26,753.695,
36.3708,18.4745,527.736,169.652,2520.17,456.786,
36.6964,19.972,575.619,20.8718,1760.86,852.065,
36.8452,19.2577,557.281,60.8936,288.101,468.219,
36.889,18.508,536.226,28.1744,1859.76,2082.56,
37.1637,17.7313,517.548,66.8761,1299.16,1435.7,
37.2368,22.1323,647.274,132.472,2253.14,194.232,
37.3647,20.1124,590.222,34.2838,2018.8,1128.04,
37.5955,19.8279,585.467,74.3408,2385.69,1877.55,
37.8348,20.6625,613.994,92.4477,356.785,26.8858,
37.8533,23.7365,705.685,21.985,630.313,523.388,
38.3538,19.7854,595.995,55.5909,2645.2,1440.62,
38.514,18.7264,566.45,130.236,2333.41,1508.83,
39.0057,20.6519,632.672,79.7513,1210.96,952.738,
39.1807,32.4562,998.758,83.3891,45.2408,1187.79,
39.471,20.3099,629.615,95.5721,1395.1,522.354,
39.5649,29.4417,914.878,2.4611,1031.23,322.43,
39.7088,22.6383,706.025,29.131,918.449,1552.42,
39.9285,17.8355,559.318,22.6933,2699.16,677.522,
40.6871,20.9143,668.329,96.6156,2014.28,1678.87,
41.8411,19.8415,652.029,27.6758,1254.57,563.741,
42.5628,17.5647,587.165,27.6999,115.898,1481.19,
42.9428,22.0007,742.022,12.0162,2461.19,54.3762,
42.9811,20.5928,695.158,113.829,1952.32,1672.15,
43.2939,20.7237,704.666,17.9336,343.364,999.344,
43.9587,20.5578,709.76,134.19,311.178,552.52,
44.0947,21.9947,761.719,23.2593,1197.61,917.728,
44.2368,30.4767,1058.87,82.955,2858.18,1096.31,
44.3777,20.3248,708.402,114.952,2614.11,1298.93,
44.4083,33.28,1160.75,46.0297,141.63,1816.32,
44.4156,23.6174,823.865,81.5891,2673.1,237.791,
44.7634,24.4867,860.881,143.293,2086.9,1065.75,
45.4855,26.8927,960.723,64.3731,1446.1,1420.44,
45.8325,15.3022,550.828,2.7489,1528.61,1584.88,
46.222,17.1096,621.125,43.4827,1113.4,1380.25,
46.5573,20.5992,753.229,77.2221,990.793,1455.17,
46.6684,24.3211,891.445,7.4754,2156.05,482.626,
46.9747,26.5833,980.76,34.1177,2373.8,1203.56,
47.1345,23.9338,886.012,178.823,1962.97,1752.95,
47.3619,36.244,1348.2,105.848,1622.53,156.156,
47.9486,18.775,707.044,42.9022,1387.23,1330.98,
47.9825,41.5697,1566.57,74.1301,1186.61,402.009,
48.3614,31.1856,1184.52,109.599,2688.8,54.5416,
48.4007,15.598,592.938,82.995,1815.36,842.216,
48.514,19.4297,740.324,82.9198,739.601,297.39,
48.5903,18.6428,711.458,119.189,1640.57,112.802,
49.4627,30.9458,1202.18,31.1465,222.645,787.482,
50.1821,33.1129,1305.08,4.8282,2882.76,737.273,
51.3783,16.5539,667.99,62.2742,2275.7,1207.24,
