Length,Width,Area,Angel,X-Centre,Y-Centre,Area_total
370.9518,150.4464,43831.7821,51.2636,2409.7296,275.3799,7145383.23
98.2301,35.1568,2712.3387,20.7508,2232.247,59.6705,
102.0045,65.6928,5262.9217,90.7507,2402.198,103.5542,
72.224,30.4879,1729.4132,22.1791,2322.1048,81.4913,
68.2877,38.9204,2087.4191,72.963,106.3328,90.5595,
38.4645,16.7726,506.7006,20.8498,1604.8703,76.0077,
95.3331,55.561,4160.1027,108.191,2815.1105,144.766,
26.7373,25.6444,538.5159,72.7067,2242.4661,102.5317,
103.5291,72.7115,5912.2889,97.272,540.3765,166.196,
373.6857,112.5139,33021.9452,144.6862,1032.4578,251.9131,
56.9592,26.8603,1201.6139,86.4671,1805.5352,149.4714,
278.5391,64.4203,14092.8418,139.7133,2820.0572,239.138,
120.8655,75.967,7211.3581,54.5441,2304.4599,182.7391,
206.4789,98.1349,15914.3519,42.6984,1306.4549,245.6993,
124.9246,44.349,4351.3294,154.2535,459.536,183.8595,
139.9819,83.7751,9210.3642,75.8904,2145.3107,223.5519,
307.8845,72.7515,17592.1907,119.2753,838.7366,319.2956,
232.0988,123.0611,22432.8061,18.2705,430.7562,316.8331,
75.8418,14.8991,887.4796,84.5079,2020.2431,250.3898,
187.3464,88.7924,13065.0399,111.4471,1716.8335,315.3934,
28.0911,14.0105,309.1108,4.2087,84.2114,233.8054,
99.5206,63.1849,4938.7405,161.4676,1575.5694,270.0353,
385.4663,55.9386,16935.1209,127.3376,808.4092,425.628,
134.1136,29.8994,3149.3806,87.873,2517.8804,305.5585,
240.9434,40.2083,7608.882,44.148,2593.5459,338.7305,
117.9353,93.6039,8670.1737,32.1224,2176.8047,351.7697,
101.8907,41.2718,3302.7638,47.1736,1320.1353,345.1415,
67.3202,20.6741,1093.107,6.7411,2068.0067,315.8338,
263.4598,60.1687,12450.1672,125.1323,2890.9122,448.8454,
184.2083,78.1939,11312.8537,79.9337,207.7546,415.6009,
79.3315,19.4413,1211.326,48.2321,2926.8004,380.5826,
147.2947,48.4203,5601.5036,88.9435,2475.7816,443.6887,
207.4441,71.9617,11724.4433,124.2706,1033.0051,453.4964,
115.7164,72.206,6562.3259,161.8537,2077.944,405.9056,
137.9447,123.1508,13342.3354,125.5778,561.7317,460.7823,
275.435,43.0655,9316.1919,75.2186,2751.8748,483.3559,
233.458,98.5657,18072.7693,22.0993,1355.6841,462.232,
113.0116,83.8272,7440.4283,44.8705,2618.3893,432.8265,
118.7584,40.2786,3756.8855,1.2649,2222.1462,412.3297,
23.4032,18.4022,338.247,168.0992,1490.2176,400.8486,
63.2772,25.7418,1279.3103,98.629,1789.888,429.4647,
198.2515,59.8813,9323.8946,73.249,3016.214,500.8111,
273.781,86.6077,18623.0067,8.307,1787.756,515.1404,
89.908,26.1559,1846.9623,113.8133,2815.3546,506.388,
122.1195,30.5594,2931.0271,170.172,2090.4486,489.605,
228.469,43.0401,7723.0822,51.1487,2652.1645,581.2395,
244.3361,69.5132,13339.6562,67.6557,2294.1636,605.2357,
124.2074,37.1589,3624.9357,56.0619,1008.4761,554.8989,
121.0613,38.1668,3628.9545,141.8556,2207.7855,542.6832,
262.5815,162.5651,33525.9666,167.4699,1415.3521,600.9717,
27.6366,15.6142,338.9168,165.9675,509.5538,523.959,
142.1398,40.6907,4542.5562,72.7358,2410.9358,598.8488,
101.6349,39.9995,3192.9173,47.021,955.8899,556.6039,
282.2199,65.8676,14599.8773,68.7122,2450.2606,673.7412,
293.0308,139.6804,32146.8568,166.998,494.7708,632.6075,
28.284,14.3673,319.1578,179.0591,1056.9319,556.9203,
164.2206,40.1451,5177.8576,98.3988,849.5698,644.7615,
80.3843,37.2488,2351.6536,86.0707,3056.7996,620.9868,
120.133,54.6082,5152.4054,161.7916,965.9332,638.2537,
174.7036,43.3572,5949.1277,69.323,2197.2672,699.2462,
54.2809,49.9926,2131.2907,133.4022,2676.0183,644.4419,
338.4337,85.3834,22695.3661,135.0177,2935.91,760.8531,
60.1881,45.5182,2151.7195,115.5766,745.4248,648.5664,
77.2541,34.1382,2071.344,90.7277,797.0131,671.2142,
55.3383,28.4716,1237.448,146.3993,1882.0877,671.7969,
107.7149,46.8585,3964.1873,33.4814,973.2981,701.7904,
189.1433,97.0453,14416.3532,144.1071,730.8477,753.1235,
141.2782,46.779,5190.5837,93.0916,2488.5741,751.8173,
343.0111,71.7805,19337.679,174.5002,361.3624,761.4799,
64.9183,21.0909,1075.3574,172.2487,2299.1138,715.8544,
88.4288,20.8456,1447.764,58.7614,2333.3543,743.7303,
78.55,36.8972,2276.3015,171.699,2585.3748,738.6558,
157.4016,54.8741,6783.6934,57.2149,1137.7803,830.8432,
141.0894,73.5551,8150.747,135.2156,1835.758,800.016,
65.5668,31.4373,1618.8968,177.192,1633.0324,748.202,
245.6732,118.2471,22815.9294,78.3266,1594.5561,903.908,
121.1665,43.1872,4109.868,51.3528,2202.8398,791.6524,
306.9786,77.3639,18652.4777,125.8311,988.109,858.7297,
240.2038,94.729,17871.1607,133.1571,1308.3856,906.3889,
28.0317,14.7096,323.8463,148.5165,1336.518,775.9109,
81.8533,56.6208,3640.0061,170.6369,1926.0636,794.7823,
150.472,120.3735,14225.7963,128.1481,1443.0122,846.0487,
34.4295,14.8495,401.5427,87.2026,2459.4712,787.5011,
489.7997,365.9758,140786.421,157.1979,962.8726,1095.9902,
105.6109,24.9639,2070.6742,51.7546,2207.5544,840.6297,
208.5618,99.6225,16318.5737,1.1571,224.0277,859.8279,
112.0437,82.6942,7276.9981,2.1288,528.4792,842.5456,
218.3105,103.7777,17793.7993,110.382,2934.8936,937.1303,
233.7249,119.9847,22025.2352,5.2684,2004.0929,906.8551,
90.097,61.9989,4387.1635,62.509,2505.0698,869.7915,
222.0219,84.8405,14794.1181,15.5857,2647.7531,891.2399,
91.9532,33.7913,2440.4016,136.6293,451.7318,878.7175,
33.4624,29.5761,777.2982,99.1295,1821.2959,862.5292,
160.547,35.4118,4465.1947,76.1598,1746.5955,933.3427,
33.4422,27.2478,715.677,34.7454,1850.5272,877.0609,
95.4485,30.6329,2296.3954,99.3917,2452.308,912.304,
308.3469,103.6659,25105.2919,60.3449,1775.1027,1068.4801,
211.5826,135.0381,22440.1738,16.5525,347.8017,997.3802,
143.1408,30.8914,3472.892,128.3738,2866.4454,978.8923,
127.6214,61.4575,6160.1134,85.4978,2755.6263,1024.7009,
560.4091,272.6956,120025.425,47.7686,1976.4865,1419.548,
48.8804,18.6333,715.3421,61.8235,2892.7301,958.7419,
116.2283,34.3132,3132.3008,170.9755,2020.9373,968.3505,
310.757,42.0454,10261.9438,80.3776,2277.1581,1122.4644,
205.4056,111.319,17958.5691,125.1202,1519.9124,1081.2461,
112.5544,28.7202,2538.8616,67.1259,2344.8946,1013.4884,
57.9267,18.9328,861.3576,12.3444,2621.6023,982.3842,
137.7918,37.1874,4024.469,171.8562,510.4297,995.4752,
54.4794,51.2349,2192.2422,92.9413,726.3437,1012.0743,
56.1293,29.5973,1304.7625,96.6419,2085.9399,1010.3321,
78.302,45.3459,2788.6955,34.5258,3019.5207,1015.7959,
123.0645,90.749,8771.3129,108.7557,1322.2923,1059.3069,
73.4727,23.5103,1356.6717,35.8259,2023.2351,1014.2764,
38.7666,22.0646,671.8053,115.7828,1387.4871,1035.3615,
121.1012,41.3831,3936.0559,71.1055,1662.7627,1088.1271,
115.4984,28.3905,2575.3654,123.5599,2596.6705,1077.506,
85.8683,75.942,5121.5948,130.5473,461.5663,1102.7922,
185.5624,47.2978,6893.2051,163.964,613.3917,1114.9241,
88.1222,33.3828,2310.4611,51.7264,2902.445,1128.8518,
134.2663,92.3464,9738.1634,84.9425,2639.1708,1217.5989,
90.1275,41.1088,2909.9285,137.867,2754.1589,1181.4664,
