Length,Width,Area,Angel,X-Centre,Y-Centre,Area_total
25.1728,23.935,473.211,73.1661,56.2315,20.3433,7145383.23
118.47,18.3922,1711.33,23.5319,2231.07,44.2532,
139.625,34.094,3738.8,27.6477,1703.79,45.7906,
57.5668,19.5697,884.8,179.189,1436.44,28.2987,
143.944,81.9045,9259.59,63.8142,2680.83,142.678,
30.9299,15.5508,377.765,178.152,1204.77,29.4426,
30.9083,17.5483,425.99,42.131,1985.09,32.5161,
52.1481,18.9375,775.624,56.0144,1329.53,50.3345,
109.131,61.4344,5265.6,39.5546,466.138,83.9459,
83.4897,36.0574,2364.38,80.3268,2841.67,90.6248,
69.9247,25.2582,1387.15,21.3707,2321.93,70.7351,
78.3834,21.0528,1296.06,141.124,726.919,86.9889,
29.1547,18.3405,419.962,161.238,120.035,76.5559,
153.182,68.1047,8193.61,2.2914,1241.25,119.591,
169.454,53.9705,7182.89,117.968,270.723,197.476,
106.254,27.1045,2261.9,22.3177,1724.18,102.231,
41.0352,16.1064,519.092,129.204,2983.05,95.5548,
28.2008,22.5142,498.663,15.3063,616.146,89.9441,
130.348,27.9041,2856.68,133.491,2178.72,161.225,
54.8952,21.2056,914.271,36.9102,1145.6,106.719,
79.5262,32.3371,2019.77,59.0113,778.298,134.905,
65.7657,28.4764,1470.87,55.2124,832.177,140.4,
39.1969,26.783,824.519,140.298,888.105,127.136,
61.1393,10.7405,515.743,30.965,1580.38,133.136,
47.9225,16.6122,625.255,123.291,1653.74,140.651,
49.1496,44.4281,1715.01,114.399,3011.65,157.092,
139.492,37.9355,4156.08,154.858,2057.84,162.577,
45.8211,18.9374,681.517,109.742,119.543,156.392,
237.606,36.5863,6827.56,82.6848,2441.96,298.463,
31.3671,22.0495,543.205,155.363,1244.77,162.188,
38.9652,13.7666,421.302,164.265,394.474,156.729,
30.4101,17.1206,408.91,62.7445,1080.54,165.355,
149.968,37.1195,4372.09,81.0824,2497.87,235.619,
102.459,38.0257,3059.96,90.736,1792.93,264.696,
57.5306,23.0878,1043.21,140.132,2915.43,182.723,
28.9661,18.2686,415.608,161.874,868.028,173.755,
