Length,Width,Area,Angel,X-Centre,Y-Centre,Area_total
150.8795,37.8165,4481.2698,119.3695,48.5359,77.3265,7145383.23
44.81,29.3183,1031.8207,118.4158,732.8202,46.7878,
132.2247,53.4294,5548.5897,102.9815,2895.731,80.8119,
104.7655,29.5774,2433.7036,9.3341,2638.5321,44.1557,
100.0758,36.1361,2840.2697,99.715,2285.5669,87.8155,
65.3422,38.6519,1983.6007,14.105,573.5237,61.3131,
216.9125,74.5449,12699.6662,104.09,702.1757,190.4001,
71.7676,54.3289,3062.3071,173.4178,2377.8755,89.4112,
125.5219,27.8593,2746.4983,82.7639,1931.7248,111.2962,
214.0894,56.4731,9495.6972,103.2682,1833.4471,158.2157,
87.72,52.0416,3585.4177,99.2995,2480.4943,136.8233,
84.3612,29.0888,1927.3379,158.3538,2809.9612,115.2808,
178.101,87.1074,12184.5931,172.0439,1285.0699,180.9187,
131.2346,77.7107,8009.7549,65.9641,152.6134,172.7305,
93.3558,39.267,2879.1179,99.3688,2947.7312,157.3574,
75.317,50.2286,2971.2148,115.2203,393.671,153.7406,
70.5823,52.4078,2905.2399,77.0394,1618.94,144.7783,
118.6528,20.5417,1914.2768,80.9281,1116.2686,166.1135,
40.537,30.7258,978.237,174.7908,1396.5217,136.3352,
319.2108,29.6937,7444.4471,70.9358,498.4029,300.1783,
171.2978,84.0176,11303.4765,55.8509,2262.6527,230.4248,
51.413,25.2212,1018.4247,5.9543,816.0619,145.2831,
44.0411,26.8385,928.3372,143.8972,473.799,156.4531,
52.4076,45.7262,1882.1266,82.079,2071.2514,169.5926,
151.6027,25.747,3065.6561,1.3586,2733.0418,160.2644,
79.514,21.8474,1364.3744,57.8497,605.4411,198.3151,
51.2079,32.1587,1293.376,108.6507,2882.6785,205.3995,
129.5957,20.9459,2131.9605,84.4142,1906.3715,255.6866,
187.2117,112.2752,16508.4609,80.0629,2612.0846,390.8013,
122.2428,39.8281,3823.8651,152.6482,390.5213,251.7783,
157.4422,86.7207,10723.4332,7.4639,2091.3683,290.1984,
163.3515,20.8698,2677.5093,172.1861,2463.1576,247.4501,
59.3869,41.3072,1926.6681,145.8573,303.8364,253.0436,
542.9506,156.2286,66620.9196,83.2292,928.648,666.649,
214.1369,30.9265,5201.3005,122.1074,1303.8776,351.5714,
40.5467,22.6313,720.7004,131.6621,1482.5727,261.6741,
46.2119,18.4912,671.1355,149.667,1104.3197,261.3618,
145.4679,75.1049,8580.756,74.3373,2910.5823,345.4668,
72.1721,28.566,1619.2317,64.9915,814.8339,292.4862,
81.5006,19.9494,1276.966,96.8283,2412.5472,306.8713,
125.4408,70.4326,6939.0861,147.3313,1171.2047,324.4436,
104.7075,36.0566,2965.1867,24.0305,2490.3922,335.8066,
96.5833,61.6276,4674.8409,156.2296,2341.7234,359.0033,
103.001,50.1456,4056.6192,29.7354,413.7687,334.2939,
74.189,19.6911,1147.3605,114.8689,1400.2,364.6992,
122.9822,61.6332,5953.1464,51.9614,1845.1883,390.9787,
95.8736,30.5193,2298.0699,178.7893,1728.9207,364.2036,
93.6798,30.5467,2247.5003,21.5259,2203.0054,372.3253,
39.1741,32.0016,984.6001,49.0513,2116.7895,370.2523,
43.9752,21.9626,758.5439,81.3679,2424.7525,381.3608,
142.4212,50.9634,5700.6334,157.6592,1444.7457,440.2882,
154.278,40.0762,4856.0207,162.4727,750.1802,428.554,
70.8945,38.5118,2144.3517,118.9801,2493.9598,414.0935,
89.9573,21.3256,1506.706,75.4328,1837.8797,424.8065,
66.3129,33.5657,1748.1674,163.1194,97.2532,403.8864,
95.9387,22.9873,1732.0923,124.0286,1728.0841,427.0631,
62.9339,26.3294,1301.4135,38.8774,279.7964,431.026,
87.6987,30.8553,2125.2626,173.137,2152.921,429.8557,
46.9082,16.3533,602.4815,10.7194,420.9654,425.7254,
211.3736,52.1454,8656.7778,145.1014,2818.6894,504.5811,
34.1112,27.726,742.8037,94.109,1954.4969,434.5645,
102.5066,90.259,7266.6163,168.5629,2442.1374,468.4081,
107.2088,24.2578,2042.5428,57.9126,2943.0266,477.4683,
47.104,24.3058,899.2011,94.7773,611.1489,444.5297,
75.3473,32.2348,1907.5789,99.9212,1142.58,470.7,
77.3554,31.0342,1885.4756,96.1575,345.5891,483.8116,
122.3581,17.1283,1646.0236,159.4936,2271.684,478.5799,
262.7499,136.6835,28206.4472,84.1742,2075.1584,658.7639,
77.0033,15.6545,946.7566,71.7493,1847.487,507.9611,
80.7037,60.1326,3811.4739,101.3329,1930.3085,515.2486,
86.8918,27.9275,1905.9044,162.3225,278.9359,497.0914,
76.572,29.6477,1782.9968,145.3534,1693.3312,503.4328,
130.7334,87.0825,8941.4411,141.8857,1413.0314,543.8022,
79.3713,26.9527,1680.1831,135.0443,1306.7139,518.389,
133.8374,19.2562,2024.1234,79.3907,1059.4118,550.8681,
155.2216,28.7948,3510.4006,159.6998,2305.9226,529.7479,
31.832,24.7415,618.5566,122.8843,667.6563,520.7646,
142.3217,14.9264,1668.4617,130.2375,2247.609,560.7851,
169.8759,25.3394,3380.7951,179.1221,777.8093,522.9037,
165.9822,113.6698,14818.2308,113.6901,1180.9192,598.7343,
57.5102,43.1742,1950.1109,37.1477,2455.969,545.4853,
182.4301,83.5981,11977.961,84.945,1553.9524,672.9448,
119.9022,25.1038,2364.0448,96.9907,1747.8472,585.8067,
232.3128,81.3649,14845.6924,61.5095,719.6422,665.5203,
299.5672,65.8111,15484.008,12.5078,182.6264,621.8018,
58.0688,20.3992,930.3466,93.7143,2571.9711,592.9619,
104.1122,37.7535,3087.0895,88.5553,596.102,640.9037,
49.061,35.9995,1387.1474,83.8266,2171.1543,602.3861,
164.1295,43.5396,5612.5552,31.4598,2329.4683,643.9158,
232.8805,37.2243,6808.4759,90.5474,1395.4783,729.428,
87.4574,67.8778,4662.4496,172.3884,476.3042,644.0412,
63.1437,36.216,1796.0578,50.7488,1303.6084,646.4321,
192.1126,92.4425,13948.1658,44.7378,2425.0045,690.3455,
101.8966,29.0459,2324.5269,91.9679,1686.286,696.0998,
54.2416,35.4541,1510.3899,73.7453,294.4003,695.5285,
127.0149,32.0942,3201.6247,46.2922,349.4484,720.4904,
156.9197,55.2165,6805.1269,83.175,2585.4174,816.4179,
175.0686,159.7248,21961.9395,97.4309,1761.4248,803.0879,
60.0547,29.0544,1370.4025,51.2947,1254.71,731.9644,
214.15,45.3724,7631.3202,24.6167,2230.3398,772.786,
238.6561,67.4441,12641.7288,175.2138,2817.1496,752.9939,
244.8166,69.2252,13310.5201,69.5614,1603.3925,897.9362,
97.9753,48.4789,3730.4286,155.4562,1145.3076,776.4229,
100.601,29.3225,2316.8242,61.2347,2451.5268,795.1616,
62.5321,54.5723,2680.1885,154.9699,113.7224,780.2362,
89.9499,26.9354,1902.8903,129.3036,1247.3431,810.9973,
66.4853,32.7218,1708.6495,74.6259,2374.092,798.7239,
152.4778,112.3665,13456.5356,63.7798,367.5475,932.0153,
136.988,64.3711,6925.6902,39.2454,2270.5059,844.1404,
37.3027,23.342,683.8617,64.1781,695.4463,814.7046,
83.8234,25.4348,1674.4899,94.8436,1456.4573,853.8352,
69.6629,33.2553,1819.5007,106.4267,35.3655,850.0782,
63.5173,23.0465,1149.7048,18.2946,132.165,840.2511,
157.0206,96.6157,11915.0002,108.858,2112.8212,909.5217,
106.9473,64.7778,5441.0874,3.3197,2383.9716,881.8187,
263.5783,83.2934,17242.8921,64.7464,769.3155,1038.6647,
88.0764,38.3674,2654.0665,99.8648,1161.4027,878.6534,
100.7794,41.3249,3270.9485,49.155,157.9962,880.7074,
140.3145,70.1354,7729.1104,5.5949,2959.0865,890.8155,
47.0406,30.6294,1131.6203,106.2886,2456.4255,869.4013,
79.2461,31.1063,1936.0452,155.455,247.8596,875.6426,
35.2256,23.3142,645.0135,168.7723,625.0595,879.3881,
73.2965,19.3317,1112.866,101.6941,1528.6192,905.162,
194.0316,56.5401,8616.2551,114.3677,1409.3556,992.0173,
68.4157,23.073,1239.7923,129.6528,553.2232,909.5956,
42.7891,30.6333,1029.4764,125.6884,615.2466,934.8424,
206.4263,52.8849,8574.058,93.3636,1009.8979,1008.042,
36.8829,33.4114,967.8552,157.0762,275.3813,927.985,
87.7691,39.9252,2752.1916,157.9321,1836.2403,940.9418,
219.5427,93.2083,16071.7539,45.316,1916.1046,1051.5428,
165.6711,92.3559,12017.1441,167.9497,258.5661,1029.4735,
94.3486,38.8312,2877.4434,4.7488,2628.0856,944.7865,
81.1774,46.4501,2961.5028,105.9324,2207.3518,969.1383,
61.6367,15.2335,737.4453,175.9829,2483.3834,935.8979,
70.2912,21.9902,1214.0052,121.3837,2759.4171,967.0333,
36.5203,18.0392,517.4174,131.7656,1753.4424,951.3793,
95.2084,38.0372,2844.2885,173.4565,2324.7735,963.4873,
149.9706,94.4645,11126.6504,11.4196,1162.5594,1006.0092,
68.6973,16.3058,879.777,63.6958,1685.6649,980.9591,
173.1741,25.236,3432.3694,7.6722,2907.2915,976.1809,
119.7219,59.0269,5550.2642,158.2657,583.4858,1000.4124,
121.9855,48.4482,4641.686,136.4689,2498.1477,1015.4108,
39.1717,19.4307,597.7929,83.1618,737.2382,995.6581,
332.4174,203.3696,53095.7299,168.3673,2684.096,1154.2994,
36.6064,23.3783,672.1402,142.7827,500.5056,1011.3066,
158.6057,78.1159,9730.7956,14.2721,2288.6412,1047.665,
152.531,30.913,3703.3018,64.8891,2908.8166,1072.1328,
102.2723,36.027,2893.8534,77.6931,2132.504,1072.7482,
96.7536,46.1118,3504.0375,70.3099,2046.3541,1075.3391,
68.102,52.1815,2791.0397,119.1588,2827.9656,1078.3671,
40.5926,27.5113,877.0978,60.6647,1596.049,1067.1094,
284.5664,58.3642,13044.2762,3.988,441.4329,1106.2411,
125.6987,87.6158,8649.7449,66.7631,1707.2638,1125.5692,
48.211,18.3171,693.5737,57.411,2952.1035,1099.7962,
148.7706,27.1715,3174.8328,166.6281,894.3776,1106.2722,
77.2547,34.7175,2106.5083,4.8037,2321.0899,1105.7753,
212.9442,103.7238,17347.3803,30.4986,836.1807,1196.9638,
63.5385,14.0394,700.6066,145.3123,1467.9594,1146.908,
179.1504,41.4099,5826.555,74.3048,1599.0496,1211.173,
55.1039,34.1642,1478.5746,83.618,2309.9152,1156.166,
170.6678,80.6526,10810.8416,64.2144,2153.3745,1222.9086,
249.9615,78.991,15507.4508,27.1532,984.2317,1225.5545,
67.0324,21.8379,1149.7048,175.507,579.4782,1158.5249,
56.6234,32.0801,1426.6654,150.969,294.6759,1177.5909,
51.1164,29.8805,1199.6046,102.8121,73.8403,1196.4706,
163.1098,40.0499,5130.637,121.1996,1318.537,1255.811,
46.2815,31.7675,1154.7282,159.588,1187.6937,1182.5223,
272.6243,171.5855,36739.6476,120.5633,299.3695,1325.9343,
117.5422,41.4208,3823.8651,147.0863,1425.1949,1233.739,
63.5418,53.0072,2645.3591,167.8235,386.4817,1219.0473,
73.5813,39.1686,2263.5754,23.1534,1947.2084,1215.2873,
166.2029,49.1179,6411.6218,50.3234,106.723,1309.2059,
140.7383,32.0671,3544.5602,115.1844,1837.4104,1267.5731,
84.495,26.2974,1745.1534,101.5506,1790.3231,1256.7146,
55.1911,27.3345,1184.869,58.6443,2276.7421,1243.9115,
81.5279,28.2691,1810.1236,82.8546,2495.4164,1259.8687,
279.706,179.7358,39484.4715,160.1379,1266.1189,1389.479,
136.2235,34.6387,3705.981,118.004,708.2594,1279.2441,
220.9944,60.3099,10467.9061,126.1085,2462.1437,1358.0106,
81.8713,19.484,1252.8533,72.2562,1931.7482,1286.2008,
87.2744,39.0864,2679.1838,109.9825,2634.4781,1320.2592,
141.646,72.2426,8036.8816,48.7213,1754.9773,1364.8971,
178.4057,67.0061,9388.8648,137.7587,608.1773,1367.6344,
51.4616,30.111,1217.0192,65.2511,907.8442,1328.0924,
81.6757,37.9285,2433.0338,73.0362,1959.1872,1359.833,
62.5066,31.2505,1534.1676,120.392,771.7926,1355.56,
89.8218,30.1972,2130.286,51.0696,2105.3191,1372.31,
170.0746,32.548,4347.6455,36.3678,2201.4886,1395.7724,
54.1343,29.6089,1258.8815,44.5741,2370.7995,1357.1009,
50.0005,24.1087,946.7566,36.6849,1264.5076,1353.6513,
92.2467,15.818,1146.0209,162.6448,2570.638,1357.2729,
41.3065,15.7012,509.3798,1.8188,1010.9115,1357.4785,
327.8626,92.427,23800.1945,147.9174,2891.5866,1505.3685,
180.3651,130.301,18458.2369,50.2515,1042.5662,1473.6317,
55.5145,28.3735,1237.1131,88.2055,951.2241,1403.4647,
141.6437,60.3496,6713.6997,59.7273,2261.8467,1475.3449,
55.6005,19.4565,849.6362,7.3432,834.0096,1392.4141,
227.5849,72.0853,12884.8648,153.7997,525.8423,1483.9009,
164.6634,38.9884,5042.2239,48.2804,1509.3993,1464.1858,
205.1847,61.6941,9942.1162,146.4895,2705.4504,1487.2022,
51.1303,13.5685,544.879,175.8179,847.9067,1428.4383,
59.2856,23.8644,1111.1915,7.8764,1626.5833,1439.8725,
182.6159,157.2426,22552.6995,79.194,2032.7849,1573.3005,
193.6057,119.4957,18170.2246,62.8476,799.1022,1547.5914,
180.5712,142.9418,20272.0443,55.8832,2378.3426,1610.7457,
87.9134,14.8516,1025.4576,88.6047,1176.4368,1500.8741,
41.3282,15.5176,503.6866,179.8902,1427.7428,1472.4639,
80.0094,27.9476,1756.205,74.0788,1751.627,1515.0677,
130.9056,51.6714,5312.4866,19.411,1865.5495,1532.7702,
122.1533,55.2758,5303.1095,93.8353,1549.4659,1563.8616,
411.3284,211.2898,68258.5707,21.8392,642.7945,1820.0228,
80.0096,35.2542,2215.3501,157.0261,2154.9302,1558.0542,
108.4206,82.0517,6986.9765,68.6172,302.7724,1603.3231,
178.2641,40.9389,5731.7789,148.031,1756.1117,1599.9231,
73.9077,15.3005,888.1494,173.0537,1268.1665,1553.6844,
79.2496,41.9628,2611.8693,43.7988,512.543,1588.3945,
95.6872,38.7559,2912.6077,45.9071,1104.3619,1595.8638,
42.4067,26.3847,878.7723,33.2721,739.9069,1576.8145,
79.5054,35.9336,2243.8164,5.8995,1857.5237,1596.6945,
82.4766,22.7894,1476.2303,147.8209,2694.2035,1605.6304,
54.0553,31.0563,1318.4933,143.2832,176.982,1605.8724,
78.5666,35.8148,2209.9917,167.0132,1274.2425,1606.9677,
52.0222,16.6883,681.8523,27.0474,2492.2301,1619.6083,
182.4687,68.3791,9799.4497,58.4327,1020.7775,1718.1916,
90.3007,27.8318,1973.8887,86.4064,965.7679,1659.217,
119.7796,19.2983,1815.4819,90.2415,2174.1554,1681.5376,
74.8474,33.5667,1973.2189,40.1192,412.3209,1655.8307,
42.4431,26.5329,884.4656,93.3729,1001.2432,1649.8342,
55.7131,17.5038,765.9117,157.3032,255.7973,1672.4827,
62.8089,27.6853,1365.7139,108.7999,1379.4568,1696.2071,
116.5721,24.2407,2219.3689,119.3591,1875.6847,1715.217,
52.7525,25.1062,1040.1931,77.1855,3015.8648,1689.4651,
196.4745,28.919,4462.5155,13.1389,2476.9608,1693.4162,
332.1989,208.3322,54355.6161,147.19,2559.8976,1868.0104,
131.3053,81.7704,8432.7311,157.2127,1265.0386,1734.5665,
147.9419,108.8106,12643.0684,55.6271,2905.8354,1783.4889,
679.6888,161.2155,86061.0774,164.8537,1989.4549,1885.7895,
66.4675,25.661,1339.5919,44.7656,1988.7373,1737.2429,
100.2294,44.1511,3475.5712,136.078,2768.4872,1759.688,
136.4592,96.5527,10348.0126,39.4147,1201.9297,1845.6234,
63.6947,45.1412,2258.2171,68.471,1482.7287,1785.7828,
69.7739,39.9003,2186.5489,30.8946,1978.826,1803.2823,
41.0886,31.0916,1003.3543,132.9551,543.4949,1803.1631,
126.9847,72.2794,7208.6789,155.2783,630.2183,1845.7376,
101.8976,32.9583,2637.6565,163.7477,1368.4054,1821.3534,
94.4068,14.3811,1066.3152,140.0746,1315.6914,1846.0506,
129.5039,105.3503,10715.3957,9.5989,932.3162,1917.2723,
97.5628,85.3704,6541.5622,99.7062,253.4178,1933.7795,
80.1055,18.7637,1180.5154,160.7701,1317.341,1886.3192,
60.2841,29.4672,1395.185,33.5775,2216.083,1896.448,
212.2696,116.3934,19404.6586,142.5451,809.1364,2021.1364,
38.6171,16.883,512.059,141.4634,1302.0646,1919.3605,
37.3583,25.396,745.148,117.1255,1339.0971,1949.8953,
110.9367,34.7277,3025.8032,85.9024,1213.4404,1981.8725,
62.3687,24.7631,1213.0005,131.9974,1819.3077,1958.952,
124.4427,14.8608,1452.4525,127.3072,1151.0621,1998.72,
237.6918,105.2577,19649.8039,65.2713,1665.1455,2116.1754,
230.4797,66.4788,12033.889,84.0376,414.9062,2111.1235,
177.0508,77.085,10719.0795,134.4531,1106.8901,2056.6105,
104.1598,22.8309,1867.726,127.2008,1936.3598,2016.5554,
187.2144,20.7515,3051.2555,100.8509,149.2962,2121.682,
