Length,Width,Area,Angel,X-Centre,Y-Centre,Area_total
94.3907,27.6965,2053.2595,172.5258,141.5937,13.3905,7145383.23
214.702,37.107,6257.2338,95.1416,258.011,98.9186,
137.9073,73.1529,7923.3512,120.8931,789.4613,70.565,
120.0159,72.3798,6822.5416,97.4413,926.1886,57.6237,
185.0498,56.8925,8268.631,105.9799,2354.7063,106.5091,
138.1658,80.1976,8702.6588,136.6287,3018.0545,62.1105,
296.9012,108.2654,25245.9491,97.7267,1698.8402,197.8506,
102.5162,37.0893,2986.2853,124.9909,1945.7635,81.4741,
65.6057,41.2395,2124.9277,4.6673,1426.8839,53.4792,
278.5893,56.895,12448.8276,67.7351,2601.199,233.8943,
139.9219,97.6008,10725.7775,136.9694,1266.4079,166.6538,
199.7851,71.7878,11264.2934,76.8023,910.0408,220.6643,
220.0707,148.1457,25605.9644,80.7555,573.9918,272.5325,
62.748,32.5506,1604.1613,137.3703,2226.4977,150.9364,
110.3239,18.1231,1570.3366,97.8322,2453.9919,174.4823,
82.056,16.3794,1055.5984,176.5558,2051.6041,163.3426,
183.1623,91.8846,13218.0882,18.5693,178.3937,231.2467,
92.7033,77.3482,5631.6444,94.1262,2309.7655,230.5745,
76.1787,21.1191,1263.5701,77.4793,2986.7135,210.7525,
64.1296,10.6054,534.1623,91.0428,3081.7353,207.6993,
98.903,48.4121,3760.5694,80.4753,2811.6255,229.6506,
47.0173,28.2685,1043.877,110.0617,2952.847,233.3928,
191.6878,57.9276,8721.0782,173.4844,1152.1196,266.7099,
69.1933,33.4625,1818.496,116.8868,2397.4357,244.5689,
89.4534,48.6212,3415.9594,68.6087,1935.1944,273.4857,
190.1918,35.6474,5324.8778,6.9872,1422.7446,258.7067,
268.1017,45.9262,9670.514,152.128,2258.431,315.0677,
79.5896,22.941,1434.0331,156.1789,975.8907,275.4066,
112.7475,32.6155,2888.1602,12.5809,1483.3207,293.2774,
169.8082,46.9751,6264.9364,105.0376,2880.8944,361.6598,
58.6358,23.3216,1074.0178,44.5252,3068.6944,321.5711,
92.1145,34.7644,2515.0838,56.914,1029.9023,342.0273,
188.1896,29.1771,4312.4812,26.6977,2761.9936,348.3348,
141.9234,62.8146,7001.712,114.4391,2636.8773,374.9466,
47.7123,25.7833,966.1807,103.8102,12.3109,326.3318,
69.6315,33.503,1832.2268,50.2544,427.905,335.423,
67.7147,31.5925,1680.1831,79.36,2987.7758,336.946,
95.8544,39.3734,2964.182,114.919,1224.5256,364.4805,
156.6332,30.1742,3712.0092,155.5176,1425.5664,368.3044,
150.8725,59.6398,7067.0171,117.1464,2142.1058,414.3359,
131.2527,71.8036,7401.9151,117.5995,1155.9279,396.7969,
78.5948,48.8988,3018.4355,151.2249,725.2825,373.2897,
166.3905,67.3754,8804.8027,42.2538,2429.3218,449.3636,
306.7756,99.4265,23955.9221,49.426,969.2469,510.2961,
187.9202,51.381,7583.4298,144.6491,81.5771,433.5261,
