Length,Width,Area,Angel,X-Centre,Y-Centre,Area_total
24.661,21.9167,424.498,139.355,10.6755,2162.81,7245668.08
25.2229,23.1427,458.458,91.4512,1171.36,2081.79,
25.9161,21.3391,434.346,73.9643,2362.49,1976.18,
26.926,20.1373,425.856,130.47,2360.71,235.072,
28.4736,24.0237,537.244,176.506,2379.21,904.064,
28.6279,21.6438,486.644,157.249,2494.62,127.845,
28.7938,25.1831,569.506,18.8001,1517.47,2262.39,
28.8252,21.8556,494.795,151.284,1524.14,2040.36,
28.9377,21.3821,485.965,24.3873,1736.93,225.062,
29.3467,19.5666,450.987,45.4693,2116.43,1659.34,
29.6745,21.7109,506.001,100.766,2120.64,1046.17,
29.9834,24.1263,568.148,127.548,322.87,2017.85,
30.3482,18.6501,444.534,168.772,2257.2,8.6792,
30.738,17.6118,425.177,47.8926,2337.38,1692.62,
31.1603,21.4389,524.679,113.113,1468.44,1406.31,
31.2589,22.9482,563.393,83.2733,438.224,1277.72,
31.5315,19.6232,485.965,119.193,2417.5,993.032,
31.6817,23.7611,591.24,27.2212,1590.3,984.302,
32.1477,20.8073,525.359,164.535,587.911,1888.38,
32.2391,16.8723,427.215,159.717,1938.64,1947.24,
32.6073,24.8105,635.388,153.73,378.63,1344.37,
32.656,16.0345,411.254,64.156,522.68,1538.82,
32.8202,21.7511,560.677,34.7613,780.702,817.444,
32.8373,23.2804,600.41,3.0733,1456.04,416.707,
33.5883,21.7558,573.921,12.0654,1806.74,368.19,
33.7733,15.1456,401.745,16.1624,617.947,1760.68,
34.2774,15.6924,422.46,77.8928,343.65,327.5,
34.4037,25.2871,683.272,116.021,1404.62,257.263,
34.453,16.2524,439.78,108.541,947.434,2312.88,
34.5014,18.7236,507.36,35.6679,492.72,278.152,
34.5342,21.3352,578.675,98.4095,1594.44,2240.46,
34.5793,22.2202,603.466,80.3385,10.3618,1256.62,
34.5959,21.9345,595.995,147.07,2300.78,1714.01,
34.8654,22.4594,615.012,166.629,16.7899,730.127,
35.234,16.6653,461.174,106.548,2414.79,1028.28,
35.2731,18.645,516.529,175.539,653.325,2260.65,
35.2792,18.7643,519.925,72.3218,764.028,359.8,
35.286,25.4391,705.006,169.746,2796.52,1749.54,
35.4795,17.9028,498.87,56.1888,2980.29,1736.7,
35.6596,18.649,522.302,58.3656,2357.01,1335.32,
35.7227,28.3356,795,42.6689,2617.39,1840.17,
35.8523,21.9619,618.408,84.7371,105.682,355.771,
35.9042,20.497,577.996,73.5866,9.4212,1497.67,
35.995,24.4575,691.422,45.1014,532.06,1644.17,
36.6933,25.736,741.683,38.8185,2041.09,246.3,
37.7776,30.2967,898.917,66.6079,494.674,1337.12,
37.9401,18.6449,555.583,176.695,1674,634.491,
38.2867,22.5079,676.819,89.5371,2126.54,2311.77,
38.4371,15.5128,468.306,121.764,2574.56,2152.12,
38.9318,26.1777,800.433,91.7094,2317.21,1843.64,
39.0925,16.9892,521.623,152.029,3027.49,1562.92,
39.137,16.5169,507.699,121.836,2164.17,1105.07,
