Length,Width,Area,Angel,X-Centre,Y-Centre,Area_total,,
72.1271,14.9533,847.0795,16.1202,1823.4581,1291.0742,,,
37.237,10.5986,309.9648,79.8488,1891.7638,1304.4353,,,
39.358,19.9455,616.5495,148.1727,472.2945,1303.2152,,,
26.2872,18.8117,388.3856,15.0566,1249.7336,1300.8691,,,
62.4452,31.8555,1562.331,120.8198,966.5987,1331.1033,,,
95.5538,20.6106,1546.782,32.9858,2395.3758,1329.0433,,,
26.1623,18.4739,379.5971,163.2879,254.3108,1308.8454,,,
33.4426,12.3287,323.8237,99.9789,1188.4747,1323.2388,,,
146.9538,87.4973,10098.702,102.0232,2034.1559,1414.7955,,,
44.2269,24.3183,844.7134,172.5645,2295.8473,1317.3866,,,
108.8913,36.3225,3106.4089,50.8355,1299.7037,1366.3566,,,
50.236,36.916,1456.5306,58.724,1022.5134,1333.7616,,,
30.1123,28.6851,678.4072,165.0864,2653.4905,1344.8571,,,
53.8449,11.1742,472.5527,19.354,1698.8805,1337.0097,,,
67.4458,40.4947,2145.0784,24.4911,50.9746,1358.5519,,,
40.981,13.7156,441.4548,21.2643,1227.9048,1342.7192,,,
134.0352,21.5487,2268.4559,22.255,272.2731,1358.7982,,,
38.4158,13.8696,418.4694,23.576,1755.3453,1341.6397,,,
32.0443,17.8093,448.2153,130.2356,2723.1116,1345.3896,,,
72.8797,29.2906,1676.5819,112.4244,1483.772,1371.7484,,,
38.5309,12.5325,379.2591,177.5551,1839.4173,1348.4227,,,
60.363,13.9746,662.5203,7.7858,2206.9495,1350.9169,,,
37.0255,24.7008,718.2937,62.1562,1875.3022,1360.0198,,,
98.0246,35.3658,2722.7555,8.4,413.25,1366.1114,,,
105.9678,22.1592,1844.2401,155.8642,948.661,1379.1565,,,
48.0249,17.7082,667.9286,152.3476,2487.0213,1371.8064,,,
52.1107,25.9828,1063.4127,15.3965,1059.4862,1372.8043,,,
54.042,16.9072,717.6176,23.489,1704.1745,1369.6246,,,
39.0004,10.9801,336.3304,4.2637,1365.7202,1363.515,,,
67.7147,43.3339,2304.6241,140.9279,2300.2823,1394.9006,,,
81.3972,26.0353,1664.4132,111.028,2954.8372,1414.5759,,,
33.5569,21.521,567.1985,104.6855,1199.342,1391.5809,,,
28.2952,15.7276,349.5133,130.9783,2717.2929,1385.1615,,,
31.953,13.0651,327.8799,97.0409,1103.0628,1391.7058,,,
63.708,21.3948,1070.5111,133.192,1776.4504,1416.2804,,,
42.5524,13.6541,456.3277,160.9635,1901.7455,1397.1649,,,
76.1926,22.4758,1344.9838,38.0666,2526.7992,1414.7031,,,
34.4911,21.0629,570.5787,112.6422,2616.4348,1408.8566,,,
60.0062,18.4543,869.7269,118.6374,169.7739,1422.4962,,,
54.942,8.7107,375.8789,69.8454,2792.1977,1431.7817,,,
39.4815,18.0627,560.1001,28.9654,1418.8353,1416.3891,,,
57.6674,30.293,1372.0254,136.9337,245.1508,1424.9555,,,
104.7687,65.209,5365.7382,115.4068,384.9529,1461.0747,,,
79.4768,24.5578,1532.9232,149.5069,1275.2144,1441.9027,,,
31.1742,13.2949,325.5138,32.8773,1883.1688,1426.5742,,,
34.5215,26.5174,718.9697,148.8395,2547.9791,1432.2945,,,
65.1457,17.2296,881.5576,116.688,1467.1079,1459.0324,,,
26.2855,23.5613,486.4116,89.8899,2255.9002,1434.4577,,,
47.1093,23.3328,863.3045,111.7392,2603.0932,1456.6018,,,
99.9203,17.5348,1376.0817,77.9919,1924.6248,1489.9046,,,
108.8615,34.0829,2914.0752,5.0277,1086.0892,1456.2179,,,
23.9177,17.0586,320.4435,129.8099,567.0978,1444.2106,,,
25.9962,19.1714,391.4278,40.277,1575.6426,1447.7844,,,
34.4795,14.3795,389.3997,4.8316,2625.5072,1445.317,,,
28.6837,14.8393,334.3023,41.6027,110.6529,1451.0978,,,
50.4306,18.263,723.364,126.9028,987.1783,1469.6224,,,
96.6626,42.5027,3226.7442,89.3015,2867.625,1507.6104,,,
52.0183,16.779,685.5057,147.2047,634.9614,1480.9533,,,
72.2311,30.8526,1750.2704,4.2962,3053.9128,1484.5553,,,
51.0931,26.0201,1044.1455,2.4353,555.9586,1483.2271,,,
75.3064,45.9834,2719.7134,135.8502,2348.2133,1501.5415,,,
27.0521,15.2411,323.8237,69.8707,2541.8671,1488.7793,,,
33.3812,18.1145,474.9189,127.8863,2976.7245,1493.0032,,,
54.0951,20.6697,878.1774,35.235,309.4348,1497.966,,,
57.6684,16.8888,764.9405,136.1034,1070.4715,1506.9365,,,
32.2495,20.8188,527.3121,68.1731,2823.4336,1500.8624,,,
38.4778,16.431,496.5522,37.0482,467.8062,1501.201,,,
37.5622,23.7063,699.3645,89.4495,2434.7184,1517.4251,,,
58.6158,13.231,609.113,10.9607,2576.3496,1509.7585,,,
25.2669,21.905,434.6944,167.8662,1805.2081,1512.6741,,,
32.8701,21.7874,562.4662,81.9928,2241.8077,1519.3765,,,
45.2329,21.9982,781.5035,154.5572,1454.4673,1525.2228,,,
62.1992,11.1887,546.5792,57.6087,644.8575,1537.1433,,,
121.6437,61.0808,5835.5868,127.6397,291.4004,1584.3629,,,
25.4913,21.307,426.5819,89.6041,2920.7409,1537.9533,,,
54.5435,25.2578,1082.0038,136.4814,1273.2855,1543.355,,,
25.1741,15.3865,304.2185,137.2709,2073.8876,1538.6311,,,
142.9982,57.3889,6445.3759,3.918,522.1986,1573.8607,,,
101.2835,45.9474,3655.0162,54.4205,1973.1443,1585.5059,,,
23.278,17.1021,312.669,140.7132,2395.7828,1541.434,,,
105.2704,70.2377,5807.1931,151.5747,1763.228,1578.5569,,,
48.569,14.0008,534.0725,109.845,2748.1296,1564.3947,,,
54.2227,8.35,355.5976,156.4556,1333.5137,1557.0486,,,
113.2927,31.4886,2801.8524,163.0553,115.2808,1579.6628,,,
31.2509,13.3173,326.8659,70.5147,1159.6339,1561.0775,,,
51.8371,19.6854,801.4467,109.4854,1230.7913,1577.9022,,,
69.0279,31.6982,1718.4965,135.7544,1633.3944,1584.1506,,,
95.1247,38.9731,2911.709,147.5453,2375.9858,1592.011,,,
128.9654,20.5137,2077.8123,121.1388,2724.6177,1622.7738,,,
24.96,18.0705,354.2455,88.2965,210.2077,1573.815,,,
112.85,38.4845,3410.9654,175.9284,1068.4249,1599.3192,,,
38.0222,18.3484,547.9313,54.456,2859.7512,1583.3768,,,
41.3057,24.1835,784.5457,37.0776,2267.2336,1585.4547,,,
41.36,28.5533,927.5284,135.4377,2609.803,1591.4583,,,
110.4406,55.3132,4797.8637,9.204,1318.9104,1611.2857,,,
45.6053,26.471,948.1476,100.0082,2070.9521,1597.9116,,,
50.8717,13.7054,547.5933,149.2574,1149.7491,1590.6604,,,
61.3744,19.3823,934.2888,73.8155,2907.5775,1612.1963,,,
28.6054,14.7897,332.2742,91.1811,637.9087,1600.2132,,,
42.8736,29.7638,1002.2309,122.5293,1437.8031,1605.7231,,,
66.8998,41.8352,2198.1476,125.0214,1506.5297,1630.9552,,,
97.9692,18.6923,1438.2774,82.5125,13.8266,1663.1397,,,
60.276,26.0117,1231.4089,86.5883,585.541,1639.2065,,,
49.1,16.3825,631.7604,179.095,2029.0139,1612.081,,,
72.5751,13.4318,765.6165,178.7792,422.3257,1616.2676,,,
100.4677,60.8168,4798.8778,116.2109,2648.4915,1670.3142,,,
56.8523,27.8128,1241.8875,137.2829,2784.8375,1648.5479,,,
28.2686,20.5838,457.0038,90.5757,2232.9215,1626.3193,,,
51.2786,43.4002,1747.9043,51.1139,1195.9695,1639.0519,,,
23.7739,16.9083,315.7112,46.0523,3068.1365,1629.8223,,,
42.5823,14.0791,470.8626,40.1915,1810.9194,1639.8757,,,
134.8345,59.5549,6306.7875,141.1682,1638.3384,1690.2208,,,
35.8708,22.0885,622.2958,52.2069,682.2659,1642.6583,,,
28.2907,19.0769,423.8778,156.7539,1708.5999,1636.0437,,,
73.6917,33.7511,1953.4208,116.9952,243.2903,1663.2975,,,
70.3879,41.4864,2293.4694,7.2963,1036.2979,1676.7769,,,
58.6822,32.1453,1481.5441,48.684,2197.0922,1663.8248,,,
41.5445,14.3687,468.8345,66.7303,2089.7883,1655.4268,,,
36.4094,13.8656,396.4981,5.3569,1065.5423,1647.9973,,,
34.6348,17.7074,481.6793,99.8941,2521.6824,1663.4874,,,
68.2036,18.6972,1001.5549,111.459,2288.9269,1686.907,,,
27.0942,24.5099,521.5657,158.2583,1432.7878,1661.0019,,,
48.9697,16.4788,633.7885,99.3503,1882.589,1675.2957,,,
24.1312,20.1893,382.6393,179.1598,1116.2102,1659.5833,,,
52.8731,36.3202,1508.2477,154.7488,402.4931,1682.1628,,,
110.3952,32.0539,2779.205,173.6062,1305.338,1676.7227,,,
42.463,18.3857,613.1693,122.9128,751.2948,1669.4537,,,
27.7037,19.2481,418.8075,26.6561,179.3436,1662.7088,,,
36.1431,13.5629,385.0054,80.3992,2889.3381,1673.6159,,,
72.7645,8.5704,489.7918,112.8126,2334.4907,1695.6728,,,
51.7853,18.741,762.2363,114.6759,362.0604,1691.2521,,,
30.6786,26.3178,634.1266,163.8433,3051.6317,1683.0298,,,
33.7033,24.9392,660.1541,162.9391,1139.3576,1686.3488,,,
28.6306,19.4667,437.7366,104.812,2816.0176,1691.6218,,,
83.7345,35.1256,2310.0324,33.9498,570.1602,1716.5891,,,
32.0842,13.0117,327.8799,1.4314,2729.5343,1688.0352,,,
65.0513,18.5712,948.8237,140.6708,876.6583,1702.7443,,,
60.346,28.5775,1354.4484,67.5942,956.129,1711.5952,,,
22.7367,17.9257,320.1055,1.756,1445.491,1693.5804,,,
39.263,14.217,438.4127,171.1369,306.1217,1693.1234,,,
31.2314,14.9793,367.4283,76.8084,1181.264,1703.7101,,,
28.2764,22.0849,490.4678,123.2321,2220.8679,1701.6847,,,
42.5382,28.0559,937.331,27.7221,3073.9199,1712.7784,,,
29.5249,14.0084,324.8378,145.2933,1238.0941,1704.0174,,,
23.1107,16.9465,307.5987,174.2557,1861.4484,1708.6986,,,
28.4136,27.3252,609.7891,145.8298,1584.2034,1714.8575,,,
32.5863,12.2697,314.0211,110.7091,2540.9946,1722.2717,,,
36.3047,26.9338,767.9827,175.1253,1305.5202,1720.5889,,,
61.1123,22.0288,1057.3283,177.3439,2031.4617,1721.0375,,,
51.7706,43.6029,1772.9178,61.2989,399.1205,1745.057,,,
57.8009,13.1048,594.9162,154.8399,643.3959,1728.0966,,,
27.0468,15.3237,325.5138,79.5579,1001.9033,1726.7535,,,
157.7646,33.3225,4128.921,93.9387,2998.798,1839.9414,,,
82.3493,36.5736,2365.4678,141.6821,1299.7037,1770.5295,,,
49.0832,21.5878,832.2066,103.4878,2132.2353,1746.8248,,,
50.7483,10.8723,433.3423,56.5151,188.3358,1751.3016,,,
147.0517,48.8179,5638.1828,77.1674,1949.0777,1807.3376,,,
33.666,20.2624,535.7626,147.1996,1608.4647,1742.3155,,,
70.0608,20.1182,1107.0173,174.9494,2201.1236,1754.8503,,,
29.7969,20.2358,473.5668,170.5311,1053.3865,1751.2427,,,
38.6714,23.1821,704.0968,39.5473,1846.8509,1759.2282,,,
32.2263,14.597,369.4565,105.8687,979.1259,1761.3755,,,
82.5227,45.7904,2967.8204,60.6931,1772.4836,1803.0868,,,
178.6847,36.7409,5156.1655,116.7666,2865.1934,1887.8765,,,
100.4335,33.5362,2645.3488,123.573,943.3557,1797.7129,,,
41.9441,23.918,787.9259,32.8588,454.3088,1770.1392,,,
49.8794,11.0703,433.6804,64.7703,683.5064,1775.675,,,
65.5102,46.9272,2414.4808,114.6686,2946.1411,1788.1789,,,
79.8248,44.8309,2810.6409,53.3137,1129.972,1793.5115,,,
166.043,90.6884,11826.6631,13.2849,2673.7581,1859.4086,,,
84.9202,49.1095,3275.4191,172.8413,574.7799,1790.2288,,,
31.7597,12.44,310.3029,90.826,2008.2833,1789.7521,,,
36.1435,31.7932,902.5149,26.0113,1022.5261,1798.5108,,,
32.088,17.6777,445.5111,3.1401,2132.2414,1787.2274,,,
44.3561,23.5295,819.6998,30.0416,1606.5978,1800.6798,,,
71.1081,29.2517,1633.6533,89.8947,1514.7182,1819.6237,,,
26.9274,15.104,319.4294,102.5368,3057.4957,1807.3954,,,
29.3229,21.2674,489.7918,160.6084,1232.5591,1805.2608,,,
39.0228,31.5759,967.7528,137.8998,2210.9211,1805.9493,,,
48.719,33.6573,1287.8583,162.3511,439.2218,1812.0051,,,
47.2734,22.8421,848.0936,98.3894,2095.5033,1825.5727,,,
42.6032,21.1032,706.1249,74.5006,1422.5724,1823.1939,,,
147.7126,42.1924,4894.8756,83.3838,3048.3371,1908.7578,,,
68.2426,18.6046,997.1606,163.4966,2522.3646,1825.9426,,,
54.0486,13.5687,575.987,143.6973,512.7054,1829.1929,,,
36.3494,24.1893,690.576,56.0593,2770.3575,1833.2629,,,
33.2787,12.3377,322.4716,11.8145,1150.0488,1829.8986,,,
149.5048,36.5596,4292.861,137.5627,2187.4339,1875.0927,,,
32.1505,16.2512,410.3569,18.1094,2882.0706,1840.8782,,,
64.1497,21.9452,1105.6652,28.1168,1178.7856,1862.3351,,,
60.2809,15.7571,746.0114,104.0278,1386.9565,1866.8643,,,
33.9984,15.1526,404.6106,140.4331,1550.5064,1864.6182,,,
67.2135,27.4505,1449.0941,125.4754,2920.9797,1892.6776,,,
41.8472,24.6727,810.9113,134.2638,441.9234,1878.1499,,,
53.0985,31.011,1293.2666,140.1019,1746.9579,1883.3678,,,
63.7788,16.3167,817.3337,107.4632,2043.916,1893.9071,,,
74.0791,53.6124,3119.2537,68.9896,1438.7756,1902.6587,,,
36.6624,26.5185,763.5884,127.4173,927.8474,1884.5696,,,
69.546,27.7118,1513.656,96.4813,1062.8895,1915.7973,,,
29.5074,13.9146,322.4716,118.5963,2777.0105,1884.9081,,,
39.9271,27.4546,860.9383,79.9288,368.7846,1895.9561,,,
123.7358,39.5996,3848.364,96.1408,1878.6924,1967.7704,,,
64.6345,30.8431,1565.7112,70.761,742.3029,1923.4161,,,
57.9568,27.9956,1274.3375,137.9611,1707.265,1911.8868,,,
32.7949,18.4909,476.271,13.8155,1791.3007,1904.6683,,,
24.2811,18.044,344.1049,127.8334,987.4846,1912.0922,,,
37.3839,30.5196,896.0925,117.7293,1175.4545,1918.4651,,,
55.4907,37.4223,1630.9492,83.7541,2169.3353,1934.3679,,,
83.5587,42.3074,2776.5008,69.6626,2413.165,1982.2742,,,
107.2913,77.9081,6565.0352,139.5955,477.5744,1968.3883,,,
104.2815,29.0342,2377.9746,114.5717,2032.7268,1984.1938,,,
21.3049,20.4232,341.7388,86.745,916.2845,1927.5208,,,
69.9517,38.6072,2121.079,175.9679,1623.2396,1939.0458,,,
41.8067,12.0652,396.1601,51.8806,620.3116,1941.0906,,,
34.4889,29.6622,803.4749,77.9259,2809.3832,1935.5995,,,
30.2591,13.2276,314.3591,178.5455,1296.9211,1933.629,,,
95.1414,23.1337,1728.6371,52.8756,1098.7816,1987.6457,,,
22.4808,19.5847,345.795,126.2991,2111.826,1948.8142,,,
146.98,51.7084,5969.1049,54.9689,1703.1805,2007.4103,,,
74.096,28.7575,1673.5398,131.5613,1810.9768,1980.7244,,,
46.8015,33.4455,1229.3807,13.4433,2214.9199,1969.2175,,,
115.8111,60.9165,5540.8329,127.6734,2999.6227,2041.3752,,,
29.7659,15.1818,354.9216,41.8402,1174.0681,1972.1395,,,
30.9285,13.4005,325.5138,91.3582,640.6605,1973.8091,,,
29.2007,18.0697,414.4132,9.9004,1533.4739,1968.8916,,,
31.4496,18.146,448.2153,69.2833,1218.1232,1976.1299,,,
55.8155,28.2677,1239.1833,155.6793,2593.8839,1989.5247,,,
120.8645,25.3141,2402.9881,112.423,2134.0677,2021.3174,,,
30.5748,16.4974,396.1601,13.0139,2477.0031,1978.5787,,,
34.998,20.6226,566.8605,31.9919,1311.4038,1982.9743,,,
36.1157,11.595,328.894,60.991,905.2281,1997.9101,,,
62.308,48.0059,2349.2428,58.8643,1555.5717,2022.726,,,
41.4113,14.1135,459.0319,115.2297,869.8274,1998.9216,,,
29.8529,14.9934,351.5414,39.814,2818.8143,2000.1722,,,
115.2924,61.7132,5588.1558,126.8042,2868.2643,2070.2902,,,
45.7739,24.3803,876.4873,103.8171,1421.8319,2018.5151,,,
58.5483,26.2279,1206.0573,75.7214,1783.6769,2025.7003,,,
51.5353,20.4688,828.4884,53.1654,1607.9553,2026.8216,,,
26.2466,15.9385,328.556,51.4227,982.9224,2011.004,,,
151.5789,78.8423,9386.1547,144.6432,678.3506,2068.9919,,,
36.0207,20.6464,584.0995,122.4936,1942.3823,2025.0101,,,
31.6921,13.7702,342.7528,70.6129,2923.5803,2027.337,,,
110.4758,27.5465,2390.1433,141.6343,817.4033,2067.1961,,,
66.2936,35.518,1849.3104,154.1293,2744.1447,2049.1672,,,
53.4892,37.5915,1579.232,70.0345,1176.8744,2054.1635,,,
24.3511,16.9494,324.1617,32.637,1478.2965,2037.6698,,,
41.3615,21.0604,684.1536,46.006,2385.358,2063.8311,,,
49.0435,15.1992,585.4516,131.8822,1865.5282,2063.4221,,,
31.7454,12.6625,315.7112,100.43,1821.0896,2063.6068,,,
30.8673,16.3272,395.8221,49.6067,2235.5835,2067.7986,,,
35.6765,20.1218,563.8183,159.1294,1003.4368,2069.2788,,,
25.509,15.9606,319.7674,71.408,1378.0692,2071.3156,,,
25.3587,17.1923,342.4148,37.3901,882.633,2073.783,,,
44.0301,15.4049,532.7204,27.1187,2103.0693,2077.2964,,,
46.6672,36.2346,1328.0827,8.2491,1771.3939,2082.6967,,,
80.9729,48.1604,3062.8042,132.4843,1338.9123,2111.0392,,,
28.7357,14.2433,321.4575,65.921,2485.29,2078.2325,,,
25.4824,18.8485,377.2309,90.1894,2262.1708,2080.7467,,,
24.1687,19.1608,363.7101,121.8597,637.6697,2084.579,,,
31.9035,17.5506,439.7647,131.6713,1906.3013,2090.205,,,
50.8101,20.1849,805.503,39.1613,778.4068,2107.9977,,,
54.7428,12.0444,517.8475,34.1979,937.7042,2100.9765,,,
52.2334,14.3533,588.8318,125.2972,2035.5062,2104.4396,,,
43.557,23.4275,801.4467,4.403,1946.5032,2107.4312,,,
88.3114,26.1266,1812.1282,4.9019,2752.0202,2117.472,,,
37.3735,25.1848,739.2509,22.269,2387.9349,2111.6392,,,
64.6189,33.115,1680.6382,66.6805,31.7935,2129.3578,,,
49.2268,21.0265,812.9394,53.2393,1064.5469,2124.0945,,,
41.4647,21.3817,696.3223,112.5071,2082.2395,2127.9981,,,
65.7779,19.0073,981.9497,9.8974,2590.3569,2120.5417,,,
37.4933,12.3398,363.3721,128.8015,1863.5757,2125.5725,,,
93.7195,23.0071,1693.483,101.0658,3010.0084,2151.7096,,,
24.6104,17.5752,339.7107,29.315,2805.6685,2118.7941,,,
52.1281,28.8307,1180.3678,121.2284,615.0638,2140.2706,,,
41.598,17.2264,562.8042,117.9717,1020.7638,2135.2701,,,
124.826,96.919,9501.7577,18.0408,252.8045,2185.8328,,,
44.4622,14.3356,500.6084,167.494,917.2941,2135.1399,,,
38.7286,11.3461,345.119,118.2154,1439.8392,2145.725,,,
56.0599,25.7032,1131.6928,15.8422,1994.5608,2141.0808,,,
24.4535,21.384,410.695,34.7854,1173.9571,2145.5692,,,
27.2499,20.2951,434.3564,138.4519,1277.2484,2148.0719,,,
51.3914,15.6018,629.7323,142.9742,114.4979,2155.5445,,,
41.6919,34.1482,1118.172,80.4414,881.047,2168.9036,,,
63.3998,22.9786,1144.1996,135.8253,1129.8879,2176.9171,,,
54.7602,17.5421,754.4619,79.3706,1858.6777,2186.5795,,,
31.3044,20.3062,499.2564,149.1159,2368.704,2176.1437,,,
168.3989,98.4695,13023.5938,51.2913,553.2025,2255.7935,,,
23.5817,18.9807,351.5414,175.851,2001.9203,2180.109,,,
131.4677,54.7913,5657.45,156.9261,2050.2398,2247.3817,,,
21.7644,18.9638,324.1617,66.7877,3074.0291,2183.1204,,,
88.942,72.5689,5069.2942,131.2631,2370.1492,2255.9434,,,
30.2797,13.8866,330.2461,124.6458,1270.9067,2193.6299,,,
28.3813,21.7607,485.0595,105.9562,746.4,2198.4408,,,
46.203,21.0053,762.2363,132.4456,1343.9147,2217.632,,,
51.4479,17.6677,713.8994,93.8375,3091.0421,2220.5011,,,
227.0237,43.1929,7701.4602,9.9087,919.9081,2235.0615,,,
36.0786,25.1343,712.2093,117.1757,1581.2012,2215.0113,,,
29.3158,20.0687,462.0741,160.3605,791.7012,2217.1482,,,
41.1357,30.3307,979.9216,134.2745,1260.2113,2233.5247,,,
45.0989,24.4875,867.3607,142.1811,710.9783,2227.9131,,,
33.8313,11.7673,312.669,138.6483,1922.0751,2223.3517,,,
21.2857,19.2487,321.7956,43.8906,362.5403,2225.4727,,,
63.6738,13.2277,661.5062,119.3808,1309.5271,2264.1848,,,
49.6349,12.2867,478.9751,171.8596,1186.0783,2243.3706,,,
41.0187,10.8805,350.5273,104.6583,355.7604,2262.6082,,,
30.7069,19.2857,465.1163,131.9988,686.8493,2250.4475,,,
38.4065,19.6888,593.9021,69.9896,15.9116,2256.1801,,,
38.9296,31.4415,961.3304,116.9917,1056.9843,2259.6869,,,
37.2835,12.8825,377.2309,152.8698,2286.544,2255.3414,,,
58.5476,16.1354,741.9551,6.8573,3033.372,2260.7831,,,
22.0658,19.641,340.3867,107.3343,1404.6867,2263.0849,,,
51.7885,38.3108,1558.2747,64.3208,2590.6766,2290.0242,,,
73.4638,48.4198,2793.7399,116.8382,2664.8987,2292.8105,,,
63.5518,40.7682,2034.8837,23.4554,2792.9265,2278.5716,,,
83.7541,31.1863,2051.4467,26.7444,2925.8306,2296.3894,,,
59.5127,18.6507,871.755,67.4335,2507.3382,2291.7544,,,
36.5702,12.1099,347.8231,29.3379,1014.6205,2277.8948,,,
53.7042,27.4076,1156.0303,166.485,699.8851,2296.4795,,,
60.007,23.8905,1125.9465,134.3205,2256.8124,2301.3481,,,
73.9852,38.7828,2253.583,14.5991,1934.7598,2305.0496,,,
37.4087,24.4248,717.6176,26.8176,1592.2582,2298.0831,,,
35.9349,15.1265,426.92,57.9194,1262.4112,2300.2134,,,
33.9563,14.1321,376.8929,143.6081,756.8649,2306.7293,,,
33.3931,20.1058,527.3121,142.4869,1665.701,2312.6878,,,
77.6002,10.3824,632.7745,179.3404,2144.4221,2319.7659,,,
277.5625,120.9262,26361.5468,8.4293,459.5549,60.9992,,,
485.4507,315.2785,120206.869,167.7567,2805.8846,145.5083,,,
172.892,118.6005,16104.6512,147.5389,1477.0777,372.4865,,,
235.2457,113.8075,21027.2445,1.4564,2451.2264,575.1848,,,
375.777,223.7535,66037.3851,155.2072,614.2141,883.9015,,,
265.3211,167.8483,34976.6766,37.1878,434.4585,1129.1305,,,
176.1895,73.4769,10167.6582,37.8513,2780.0999,1150.2197,,,
207.2097,163.9443,26680.6382,159.1327,1125.9786,1190.2114,,,
438.1489,238.1262,81944.2942,166.4861,744.8432,1420.9445,,,
924.0321,150.0935,108927.799,57.204,2453.4891,1783.3662,,,
545.416,198.9906,85241.3467,131.724,190.6912,1898.5667,,,
241.3117,188.7361,35770.3488,107.1554,776.1512,1856.6263,,,
379.9889,75.7323,22601.7442,32.7186,2546.2731,2089.9841,,,
