,size,num_vol,pop_density,2sigma,total_area,number_per_unit_area,max_l,avg_l
0,45.39681467177188,6.62003777157881e-09,-18.833164761337216,0.0025738391409381367,7245668.08,1.656161980856291e-06,405.52099999999996,104.80750912052112
1,54.19720930222324,9.28939384006222e-09,-18.49439253489722,0.0036399582204814287,7245668.08,3.312323961712582e-06,,
2,64.70360348818605,6.517548758275929e-09,-18.848767489017163,0.0036399582204814287,7245668.08,3.312323961712582e-06,,
3,77.24671359018964,3.048526276157219e-09,-19.608607551245274,0.0029720134417428566,7245668.08,2.208215974475055e-06,,
4,92.2213669532994,5.347205368786159e-09,-19.04669177349107,0.004699165856271786,7245668.08,5.520539936187637e-06,,
5,110.09893013513542,3.0951216685479425e-09,-19.593438620258468,0.004268229350611235,7245668.08,4.5544454473548e-06,,
6,131.44214640669827,2.500600394467529e-09,-19.80673497611851,0.004580180319322922,7245668.08,5.244512939378255e-06,,
7,156.9228495753235,1.3850927828788011e-09,-20.39749870830269,0.004069597008127821,7245668.08,4.140404952140728e-06,,
8,187.34311171888123,7.450447530421728e-10,-21.017576828155644,0.0035633189379048803,7245668.08,3.174310463307891e-06,,
9,223.66049051171683,4.090947842883261e-10,-21.617074240308575,0.003152296287650916,7245668.08,2.4842429712844366e-06,,
10,267.0181708682494,2.0729637261832342e-10,-22.296871594863145,0.002678936713893019,7245668.08,1.794175479260982e-06,,
11,318.780949691651,1.678172199411071e-10,-22.50814570534242,0.0028776396411436676,7245668.08,2.070202476070364e-06,,
12,380.57819644211565,1.0989304614031455e-10,-22.931513530949324,0.002780064011972151,7245668.08,1.932188977665673e-06,,
13,454.3551418214716,2.2029217983019415e-11,-24.53865145356463,0.0014860067208714283,7245668.08,5.520539936187638e-07,,
14,542.4341090202417,7.72798014504545e-12,-25.586173588244527,0.001050765429216972,7245668.08,2.760269968093819e-07,,
