,size,num_vol,pop_density,2sigma,total_area,number_per_unit_area,max_l,avg_l
0,38.11307994686259,8.36680697868153e-09,-18.59899350925706,0.0025798666708698255,7211850.47,1.663928009866239e-06,469.8901,133.28060932475887
1,46.515173898930286,6.085281177318866e-09,-18.91739290330516,0.0026852103659527997,7211850.47,1.8025886773550923e-06,,
2,56.769523897420804,3.4569156029279492e-09,-19.482889089689966,0.0024700342850878694,7211850.47,1.5252673423773857e-06,,
3,69.28446296992016,3.3757856923891036e-09,-19.506637741970188,0.0029789734338000746,7211850.47,2.218570679821652e-06,,
4,84.55834186145657,2.974630140471234e-09,-19.633146128208182,0.0034128428134128407,7211850.47,2.9118740172659185e-06,,
5,103.19937359495994,2.757848920645843e-09,-19.70881483766677,0.0040105657242721976,7211850.47,4.021159357176744e-06,,
6,125.94985279916723,1.3407585089816503e-09,-20.430030331651455,0.0034128428134128407,7211850.47,2.9118740172659185e-06,,
7,153.7157142289731,9.858660177762158e-10,-20.737500655167363,0.003571663675232384,7211850.47,3.189195352243625e-06,,
8,187.60260751237297,1.0647571838406325e-09,-20.660519060173925,0.0045300969954682295,7211850.47,5.13044469708757e-06,,
9,228.95992463734575,9.273611245214905e-10,-20.798678063631893,0.005159733341739651,7211850.47,6.655712039464956e-06,,
10,279.4345333738586,3.7615292256421e-10,-21.701025346274953,0.0040105657242721976,7211850.47,4.021159357176744e-06,,
11,341.0363563210651,2.3511969007422837e-10,-22.170926411978723,0.003869800006304738,7211850.47,3.7438380221990376e-06,,
12,416.21840696812376,8.184875278100042e-11,-23.22614805008944,0.0027865744883953454,7211850.47,1.9412493448439455e-06,,
13,507.97446984212434,1.570011434772161e-11,-24.877353120306438,0.0014894867169000373,7211850.47,5.54642669955413e-07,,
14,619.9583144124356,1.5810764444427134e-11,-24.87033011391991,0.0018242412175292163,7211850.47,8.319640049331195e-07,,
