,size,num_vol,pop_density,2sigma,total_area,number_per_unit_area,max_l,avg_l
0,37.86405297764297,4.018621554826186e-09,-19.33232688992744,0.0018327062363330975,7145383.23,8.397030371735568e-07,560.4091,149.5747352657005
1,46.792447464225376,1.7542380455573626e-09,-20.161231236379802,0.0014963983758108951,7145383.23,5.598020247823713e-07,,
2,57.82616934814435,1.1486592150429606e-09,-20.584670474723996,0.0014963983758108951,7145383.23,5.598020247823713e-07,,
3,71.46165765397893,1.1281975063001522e-09,-20.602644604960027,0.0018327062363330975,7145383.23,8.397030371735568e-07,,
4,88.31241239427463,1.7237115675329975e-09,-20.17878598291702,0.002799505018204682,7145383.23,1.9593070867382994e-06,,
5,109.13659770754259,1.5317674507339857e-09,-20.296843571710035,0.0032613246497190454,7145383.23,2.6590596177162634e-06,,
6,134.8711538532287,1.2669315543716902e-09,-20.486667958872726,0.003665412472666195,7145383.23,3.3588121486942273e-06,,
7,166.67395286085713,1.1061004394040627e-09,-20.62242512476514,0.004232453755569679,7145383.23,4.47841619825897e-06,,
8,205.97589453779403,4.979318913817082e-10,-21.420557812550744,0.003509365262438803,7145383.23,3.0789111363030417e-06,,
9,254.5452867855278,3.260413014914675e-10,-21.843997050894938,0.003509365262438803,7145383.23,3.0789111363030417e-06,,
10,314.56740688089525,1.8437677469230227e-10,-22.414039763431013,0.0032613246497190454,7145383.23,2.6590596177162634e-06,,
11,388.7428234141506,1.0802000906054184e-10,-22.948704636885434,0.003084904280735516,7145383.23,2.379158605325078e-06,,
12,480.40890267193004,4.992742976553119e-11,-23.72045056949784,0.0025918380152680173,7145383.23,1.6794060743471137e-06,,
13,593.6899663883203,1.0897343232831014e-11,-25.242502096510144,0.0014963983758108951,7145383.23,5.598020247823713e-07,,
14,733.6828568950655,3.5677409219283836e-12,-26.35908851541429,0.0010581134388924197,7145383.23,2.799010123911856e-07,,
