,size,num_vol,pop_density,2sigma,total_area,number_per_unit_area,max_l,avg_l
0,50.28840587237525,1.7356408207002323e-09,-20.171889142633418,0.001486043054743317,7245313.77,5.520809901377121e-07,492.1529,140.95034103773588
1,60.41294960793182,2.1046193624095574e-09,-19.979131211621603,0.00196585018019278,7245313.77,9.661417327409964e-07,,
2,72.57586350207615,1.8749672576478763e-09,-20.09467464026431,0.0022290645821149754,7245313.77,1.2421822278098524e-06,,
3,87.18753176687193,8.661200377111939e-10,-20.86699760529608,0.0018200236099639676,7245313.77,8.281214852065682e-07,,
4,104.74096109627195,2.3005428605878623e-09,-19.890120715518595,0.0035634060634689643,7245313.77,3.174465693291845e-06,,
5,125.82841501586358,1.4554505168903522e-09,-20.34795035064793,0.0034049523921623275,7245313.77,2.898425198222989e-06,,
6,151.16139721929613,1.2005874954367838e-09,-20.54045482042676,0.0037151076368582923,7245313.77,3.450506188360701e-06,,
7,181.59465814147853,7.653450896077656e-10,-20.990694286289422,0.0035634060634689643,7245313.77,3.174465693291845e-06,,
8,218.1550347651252,7.608850675375729e-10,-20.996538797675697,0.004268333711712862,7245313.77,4.5546681686361255e-06,,
9,262.0760967335,3.1952936327114723e-10,-21.8641719425118,0.003322893287897498,7245313.77,2.760404950688561e-06,,
10,314.83976775055777,1.992640442655603e-10,-22.336390315093237,0.0031523733634325137,7245313.77,2.4843644556197048e-06,,
11,378.22632660017996,8.437713552631512e-11,-23.19572465711463,0.002464323617448576,7245313.77,1.5182227228787086e-06,,
12,454.37447484971494,2.1260219346887557e-11,-24.574183425716722,0.001486043054743317,7245313.77,5.520809901377121e-07,,
13,545.8534979591664,1.4731378833975792e-11,-24.941041282640334,0.001486043054743317,7245313.77,5.520809901377121e-07,,
14,655.7499545563319,1.0207492162204864e-11,-25.307899139563943,0.001486043054743317,7245313.77,5.520809901377121e-07,,
