,size,num_vol,pop_density,2sigma,total_area,number_per_unit_area,max_l,avg_l
0,54.52088206635678,2.8463708874006015e-09,-19.67722102693585,0.0021162268777848393,7145383.23,1.1196040495647425e-06,611.2999,156.82861428571428
1,66.1094674415761,1.2099569982597664e-09,-20.532681016597564,0.0016730242448667193,7145383.23,6.99752530977964e-07,,
2,80.16124317448804,1.9750568787130366e-09,-20.042668639659645,0.0025918380152680173,7145383.23,1.6794060743471137e-06,,
3,97.19976814150249,1.679144417151e-09,-20.204981448761416,0.002897762994403712,7145383.23,2.0992575929338922e-06,,
4,117.85988530887306,1.1420535799400762e-09,-20.5904378091774,0.002897762994403712,7145383.23,2.0992575929338922e-06,,
5,142.91137551684687,9.838915960812772e-10,-20.739505391529146,0.0032613246497190454,7145383.23,2.6590596177162634e-06,,
6,173.28763895021052,1.2679279647801105e-09,-20.485881792655455,0.004489195127432686,7145383.23,5.038218223041341e-06,,
7,210.1204729458268,6.946859371139364e-10,-21.087561261541076,0.004029175935435032,7145383.23,4.058564679672192e-06,,
8,254.78224193280988,4.72483815752494e-10,-21.47301762195705,0.004029175935435032,7145383.23,4.058564679672192e-06,,
9,308.9370107264367,3.545988697953827e-10,-21.760033909559784,0.004232453755569679,7145383.23,4.47841619825897e-06,,
10,374.60254636489174,1.2812524821893067e-10,-22.77801282871927,0.003084904280735516,7145383.23,2.379158605325078e-06,,
11,454.2254986318885,6.151279688052426e-11,-23.511775883403466,0.0025918380152680173,7145383.23,1.6794060743471137e-06,,
12,550.7725604364032,2.0918662257986024e-11,-24.590379424379396,0.0018327062363330975,7145383.23,8.397030371735568e-07,,
13,667.8410046185264,4.7425408788095345e-12,-26.074448073463486,0.0010581134388924197,7145383.23,2.799010123911856e-07,,
14,809.7927157018976,1.6127962947482295e-12,-27.153051614439406,0.0007481991879054476,7145383.23,1.399505061955928e-07,,
