,size,num_vol,pop_density,2sigma,total_area,number_per_unit_area,max_l,avg_l
0,35.61393617024119,7.908864582982675e-10,-20.957866700438405,0.0007481991879054476,7145383.23,1.399505061955928e-07,463.4271,140.63138916666668
1,43.62583397091413,2.108271793672984e-09,-19.977397280198645,0.0014963983758108951,7145383.23,5.598020247823713e-07,,
2,53.440130306295075,2.4587655223391817e-09,-19.823606433143354,0.0019795489823383,7145383.23,9.796535433691497e-07,,
3,65.46230220052243,2.809006785241814e-09,-19.690434873290798,0.0025918380152680173,7145383.23,1.6794060743471137e-06,,
4,80.18904491495465,1.7159976743412368e-09,-20.183271191160557,0.0024814959747309854,7145383.23,1.5394555681515209e-06,,
5,98.22879288106208,1.9752864212852864e-09,-20.04255242567262,0.0032613246497190454,7145383.23,2.6590596177162634e-06,,
6,120.32685712997122,1.3163838509074853e-09,-20.448377366552748,0.0032613246497190454,7145383.23,2.6590596177162634e-06,,
7,147.3962177699516,1.3851686927049113e-09,-20.397443904937163,0.004098055727228601,7145383.23,4.1985151858677844e-06,,
8,180.55524370108012,9.846544734431089e-10,-20.738730324679725,0.004232453755569679,7145383.23,4.47841619825897e-06,,
9,221.1738979546758,5.946813866825617e-10,-21.242995338373106,0.004029175935435032,7145383.23,4.058564679672192e-06,,
10,270.93033762814326,4.5097529879880365e-10,-21.519608547773235,0.0042980771070117215,7145383.23,4.618366704454563e-06,,
11,331.8802468379064,2.003613565775579e-10,-22.330898596761525,0.003509365262438803,7145383.23,3.0789111363030417e-06,,
12,406.5417671769372,7.283246289637328e-11,-23.34285934121197,0.0025918380152680173,7145383.23,1.6794060743471137e-06,,
13,497.9995345732931,2.4268753367984906e-11,-24.441831462652043,0.0018327062363330975,7145383.23,8.397030371735568e-07,,
14,610.0321208258025,8.086674082051432e-12,-25.540803584092128,0.0012959190076340086,7145383.23,4.198515185867784e-07,,
