,size,num_vol,pop_density,2sigma,total_area,number_per_unit_area,max_l,avg_l
0,34.51738809409072,3.2086989848120834e-09,-19.5574002826426,0.0014963983758108951,7145383.23,5.598020247823713e-07,518.1465,128.03095925925936
1,42.69788701849524,5.766665417668888e-09,-18.97117184070002,0.0024814959747309854,7145383.23,1.5394555681515209e-06,,
2,52.81713526164209,2.3982430404121523e-09,-19.84852943417897,0.0019795489823383,7145383.23,9.796535433691497e-07,,
3,65.33460955663256,4.03023844568648e-09,-19.32944029507402,0.0031743403166772594,7145383.23,2.5191091115206706e-06,,
4,80.81868099759772,2.4875409650990792e-09,-19.811971178649863,0.003084904280735516,7145383.23,2.379158605325078e-06,,
5,99.97242261821079,2.6775798746038877e-09,-19.73835248226677,0.0039590979646766,7145383.23,3.918614173476599e-06,,
6,123.6655332750509,2.2498314745803224e-09,-19.912410523721764,0.004489195127432686,7145383.23,5.038218223041341e-06,,
7,152.973827378441,1.5111664222218769e-09,-20.31038401926955,0.004551117985390814,7145383.23,5.178168729236934e-06,,
8,189.22808354985779,9.875870323560154e-10,-20.73575648900544,0.004551117985390814,7145383.23,5.178168729236934e-06,,
9,234.07447023841917,6.454141199377104e-10,-21.16112895874134,0.004551117985390814,7145383.23,5.178168729236934e-06,,
10,289.54929199481273,3.419960394600044e-10,-21.796221959459302,0.004098055727228601,7145383.23,4.1985151858677844e-06,,
11,358.1714503478417,1.266519342996578e-10,-22.789578466801142,0.003084904280735516,7145383.23,2.379158605325078e-06,,
12,443.05681758177036,7.303268176966268e-11,-23.340114079491045,0.002897762994403712,7145383.23,2.0992575929338922e-06,,
13,548.0597166944717,3.181918655385617e-12,-26.473536750329153,0.0007481991879054476,7145383.23,1.399505061955928e-07,,
14,677.9479316053826,4.158935185246113e-12,-26.2057620395051,0.0010581134388924197,7145383.23,2.799010123911856e-07,,
